"G1","G2","Score","DifferenceinPotential","ActualPotential","ConstRatio","MeanPotPoints","ConstDiffmax","ConstDiffmean"
"ESSFdk 1 /101","ESSFdkw  /110",14.0271381837859,30.5142857142857,0.459690858082872,0.428571428571429,46.8428571428571,0.77412015807108,0.700549047616647
"ESSFdk 1 /110","ESSFdk 1 /104",13.2014108300684,34.4941176470588,0.382714843300074,0.4,50.2470588235294,0.804406498072892,0.737269978797514
"ESSFdk 1 /110","ESSFdkw  /101.1",10.6322669418645,28.8807843137255,0.368143289543959,0.555555555555556,45.0537254901961,0.821288770010188,0.764009150715448
"ESSFdk 1 /110","ESSFwm 2 /101",12.4536407837064,57.8119693094629,0.215416304486067,0.6,69.9001023017903,0.873958769471495,0.821836587163515
"ESSFdk 1 /110","ESSFwm 1 /104",10.115222505795,44.9408099547511,0.225078776194277,0.636363636363636,58.2598665158371,0.87470347468551,0.82637752005413
"ESSFdk 1 /110","ESSFwm 1 /101",8.64513514697429,44.357935828877,0.194894892772407,0.666666666666667,65.0183315508021,0.900855471442433,0.867035419999675
"ESSFdk 1 /110","ESSFwm 1 /110",11.4088036820219,59.5752941176471,0.191502263664737,0.647058823529412,69.4582352941176,0.885045067749516,0.835745845921483
"ESSFdk 1 /110","ESSFwm 4 /101",12.6822003135055,42.4941176470588,0.298446020666657,0.75,55.2470588235294,0.834206855329442,0.770445692792171
"ESSFdk 1 /110","ESSFmm 3 /103",14.2128894255845,50.6341176470588,0.280697878941118,0.384615384615385,57.3170588235294,0.828002163872681,0.752030377738959
"ESSFdk 1 /110","MS  dc 2 /07",11.6660137405346,32.9758823529412,0.353774119390442,0.666666666666667,47.6953921568627,0.818239204250305,0.75540585341731
"ESSFdk 1 /110","ESSFdk 2 /101",11.1964086734602,27.9941176470588,0.399955762657751,0.636363636363636,52.9970588235294,0.832874749803474,0.788735282258923
"ESSFdk 1 /110","ESSFdk 2 /104",11.5170937795173,26.9941176470588,0.426651981372399,0.5,51.4970588235294,0.822797905464935,0.776354338623801
"ESSFdk 1 /110","ESSFdk 2 /111",7.31634902111747,46.2041176470588,0.158348419874721,0.714285714285714,56.1020588235294,0.90762665832956,0.869588582406017
"ESSFdk 1 /110","ESSFdkw  /110",13.1483167539869,32.1058823529412,0.409529836602744,0.5,48.0470588235294,0.794878053759955,0.726345023484602
"ESSFdk 1 /110","ESSFwm 4 /110",13.6112182230476,67.6878676470588,0.201088004338087,0.7,75.4939338235294,0.875512313199811,0.819704477781427
"ESSFdk 1 /104","ESSFdkw  /101.1",10.4254004535053,33.6133333333333,0.310156697347442,0.666666666666667,47.3066666666667,0.837391071225351,0.77962090360403
"ESSFdk 1 /104","ESSFdk 2 /104",6.30871546532443,31.5,0.200276681438871,0.8,53.75,0.909227115606843,0.882628549482336
"ESSFmm 1 /01","ESSFmm 1 /05",11.8161285762068,37.0913043478261,0.31856869915925,0.722222222222222,92.033768115942,0.893143511285971,0.871610944351196
"ESSFmm 1 /01","ESSFmc   /01",8.04710646161228,44.16,0.182226142699553,0.666666666666667,82.4486956521739,0.923015336492961,0.902398620160583
"ESSFmm 1 /01","ESSFmm 3 /101",0,28.0029316770186,0,1,84.2892919254658,1,1
"ESSFmm 1 /01","ESSFwv   /01",9.93188853836475,42.5118577075099,0.23362631213856,0.666666666666667,81.1567984189723,0.903020954496057,0.877620991317433
"ESSFmm 1 /01","ESSFwv   /03",11.3878287707998,39.5102173913043,0.288224907952698,0.666666666666667,80.6479347826087,0.886578848844702,0.858795779439407
"ESSFmm 1 /01","ESSFwc 2 /03",6.01846390263303,47.843270449521,0.125795411686646,0.666666666666667,75.5764178334561,0.939511742012564,0.920365848565414
"ESSFmm 1 /01","ESSFdk 2 /101",9.91380602205204,43.4008695652174,0.228424133464764,0.647058823529412,70.7004347826087,0.892708736739163,0.859777297656864
"ESSFmm 1 /01","ESSFdk 2 /111",10.1659213244738,49.6108695652174,0.204913185629812,0.611111111111111,73.8054347826087,0.896908714330417,0.862260531972786
"ESSFmm 1 /05","ESSFwc 2 /01",14.5944616698571,60.7282113821138,0.24032424696367,0.7,109.072967479675,0.895332989010841,0.866195428554956
"ESSFmm 1 /05","ESSFmm 3 /101",10.7154283511612,36.6047619047619,0.292733179880819,0.764705882352941,92.9221904761905,0.903659522230277,0.884683859729858
"ESSFmm 1 /05","ESSFmm 3 /110",6.82138944352828,40,0.170534736088207,0.631578947368421,92.8333333333333,0.939544554414816,0.926520041900952
"ESSFmm 1 /05","ESSFwc 2 /04",11.3670095516272,58.3352173913043,0.19485672737583,0.578947368421053,93.4835507246377,0.907322445174156,0.878406313586553
"ESSFmm 1 /02","ESSFdc 3 /102",9.605835,25.54125,0.376091029217442,0.545454545454545,40.770625,0.820590012373637,0.764393236552052
"ESSFmm 1 /02","ESSFwk 1 /02",10.3,72.721,0.141637216209898,0.7,64.3605,0.897737313966303,0.839963953045735
"ESSFxc 2 /101","ESSFxc 2 /110",11.6104536341791,34.3285020242915,0.33821614546313,0.6,70.4959109311741,0.867551537930236,0.835303161831407
"ESSFxc 2 /101","ESSFxc 2 /103a",11.4277811221294,48.0538112522686,0.237812169822219,0.5,59.0441470054446,0.86243365456302,0.806453616459637
"ESSFxc 2 /101","ESSFdc 2 /101",12.6756095537262,33.9690208078335,0.373152044194429,0.545454545454545,76.9041309669523,0.864993151795047,0.83517648019229
"ESSFxc 2 /101","ESSFxc 1 /101",2.16535236396075,23.4710526315789,0.0922562953587941,0.9,65.8355263157895,0.972085561681817,0.967109667300686
"ESSFxc 2 /101","ESSFdc 2 /106",13.307225433526,42.7960526315789,0.310945160014751,0.818181818181818,79.3980263157895,0.867978704660534,0.832398536197874
"ESSFxc 2 /101","ESSFxc 2 /111",12.6653549428351,39.7234210526316,0.318838473807533,0.416666666666667,73.2480263157895,0.863973893897768,0.827089471486484
"ESSFdc 3 /102","ESSFdc 1 /102",14.3712101426535,34.71625,0.413962053581638,0.333333333333333,46.020625,0.773248760149837,0.687722403973142
