PlotNumber,SiteUnit1,SiteUnit2,SiteUnit3,SiteUnit4,SiteUnit5,SiteUnit6,SiteUnit7,SiteUnit8,SiteUnit9,SiteUnit10,SiteUnit11
98-204,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 2 /Ro04.1
K00-007,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 2 /Ro04.1
K99-222,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 2 /Ro04.1
K99-229,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 2 /Ro04.1
K99-240,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 2 /Ro04.1
831305,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,
98-206,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,
98-207,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,
K99-052,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,
K99-200,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,
K07-027,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 1 /Ro04.1
K11-037,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 1 /Ro04.1
K11-038,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 1 /Ro04.1
K11-048,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,MS  xk 1 /Ro04.1
K01-002,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,PP  xh 1 /Ro04.1
831434,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,IDF xh 1 /Ro04.1
K99-492,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,IDF xh 1 /Ro04.1
98-020,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
98-023,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
98-032,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
98-035,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
K99-016,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
K99-061,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 2 /Ro04.1
99DM039,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,IDF dk 1 /Ro04.1
9450,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
95KI027,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
96RC003,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
96RC006,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
98-132,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
98-321,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
K00-344,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),SUBALL Seladen-Pseuspi (thin soil and rocky),,ASSOC Ro01+Ro04 Seladen-Pseuspi/Tortrua,Ro04.1 SUBASS Artetri-Seladen-Pseuspi,,,BG  xh 3 /Ro04.1
95LM04A,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xw 2 /101 (Gg04b)
95LM08A,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xw 2 /101 (Gg04b)
95LM09A,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xw 2 /101 (Gg04b)
95LM09B,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xw 2 /101 (Gg04b)
R530981,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xw 2 /101 (Gg04b)
94130,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
94134,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
9428,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
9471,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
94OS011,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
95K*053,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
95KI010,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
95KI030,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
964118,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
96KI001,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
98-128,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
98-312,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
98-322,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBALL Pseuspi-Artefri(typic),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASSOC Gg04 Pseuspi-Artefri(Cladoni),,,BG  xh 3 /Gg04
780613,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800642,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800643,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800678,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800679,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800681,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
800682,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
810683,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
98-212,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-118,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-205,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-249,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-250,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-251,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-253,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-255,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-257,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-271,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
K99-280,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
MCLR16B,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
R201781,SUPERCLASS Grassland/Brushland,CLASS Pseuspi (Warm(southern)  Grasslands/brushlands),ORDER Pseuspi (0-20),SUBORDER Pseuspi (lower),ALLIANCE Pseuspi grassland and steppe,SUBASS Gg04inBGxw1(Ericnau),ASSOC Gg01+Gg02+Gg04 Pseuspi-Artefri,SUBASS Gg04 Pseuspi-Artefri(Poa sec),,,BG  xw 1 /101 (Gg04d)
