"YearOfChange","ChangeDescription","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName","Codetype","Province","Native","TaxonLevel","IsAttribute","ID"
,,,"OPEGPHA","OPEGPHA","OPEGPHA",,"Opegrapha phaeophysciae",11.00,"R. Sant., Diederich, Ertz & Christnach (Hafellner 2009)",,"U",,,,0,1403
,,,"ARTHAST","ARTHAST","ARTHAST",,"Arthonia asteriscus",11.00,"Müll. Arg.",,"U",,,,0,1404
,,,"ARTHPHL1","ARTHPHL1","ARTHPHL",,"Arthonia phlyctiformis ssp. californica",11.00,"Nyl. subsp.  Grube (Grube 2007)",,"U",,,,0,1405
,,,"LECASAR","LECASAR","LECASAR",,"Lecanora sarcopidoides",11.00,"(A. Massal.) Hedl. (Hutten et al. 2013)",,"U",,,,0,1406
,,,"GRAPASS","GRAPASS","GRAPASS",,"Graphis assimilis",11.00,"Nyl.  (Lücking et al. 2011b)",,"U",,,,0,1407
,,,"CHAEHYG","CHAEHYG","CHAEHYG",,"Chaenotheca hygrophila",11.00,"Tibell (Selva & Tibell 1999)","collared whiskers","U",,"N",,0,1408
,,,"PELTSCA","PELTSCA","PELTSCA",,"Peltigera scabrosa",11.00,"Th. Fr.","toad pelt","U",,"N",,0,1409
,,,"XANTLAC","XANTLAC","XANTLAC",,"Xanthocarpia lactea",11.00,"(A. Massl.) A. Massal.  Syn.: Caloplaca lactea",,"U",,,,0,1410
,,,"ASPIFUG","ASPIFUG","ASPIFUG",,"Aspidothelium fugiens",11.00,"(Müll. Arg.) R. Sant.",,"U",,,,0,1411
,,,"ASPIALB","ASPIALB","ASPIALB",,"Aspicilia alboradiata",11.00,"(H. Magn.) Oxner Syn.: Lecanora alboradiata",,"U",,,,0,1412
,,,"SAGIPRT","SAGIPRT","SAGIPRT",,"Sagiolechia protuberans",11.00,"(Ach.) A. Massal.",,"U",,,,0,1413
,,,"CALOFUL","CALOFUL","CALOFUL",,"Caloplaca fulvolutea",11.00,"(Arnold) Jatta (Thomson 1997)",,"U",,,,0,1414
,,,"HYPOHOR","HYPOHOR","HYPOHOR",,"Hypotrachyna horrescens",11.00,"(Taylor) Krog & Swinscow  Syns.: Parmelia horrescens, Parmelina horrescens, Parmelinopsis horrescens (Divakar 2013)",,"U",,,,0,1415
,,,"SIGRIDE","SIGRIDE","SIGRIDE",,"Sigridea sp.",11.00,"Tehler",,"U",,,,0,1416
,,,"SARCOGY","SARCOGY","SARCOGY",,"Sarcogyne sp.",11.00,"Flotow",,"U",,"N",,0,1417
,,,"STERINT","STERINT","STERINT",,"Stereocaulon intermedium",11.00,"(Savicz) H. Magn.","Pacific foam","U",,"N",,0,1418
,,,"SANTCRO","SANTCRO","SANTCRO",,"Santessoniella crossophylla",11.00,"(Tuck.) P. M. Jørg.  Syn.:  Parmeliella crossophylla, Pannaria crossophylla (Jørgensen 2000c, 2005)",,"U",,,,0,1419
,,,"LECACOS","LECACOS","LECACOS",,"Lecania constricta",11.00,"W. A. Weber",,"U",,,,0,1420
,,,"OCHRTRO2","OCHRTRO2","OCHRTRO",,"Ochrolechia trochophora var. pruinirosella",11.00,"var. Brodo",,"U",,,,0,1421
,,,"CRYPPUN","CRYPPUN","CRYPPUN",,"Cryptothecia punctosorediata",11.00,"Sparrius  (Lücking et al. 2011b)",,"U",,,,0,1422
,,,"SCHAEND","SCHAEND","SCHAEND",,"Schaereria endocyanea",11.00,"(Stirton) Hertel & Gotth. Schneider Syn.: Lecidea epiiodiza",,"U",,,,0,1423
,,,"VERRBEN","VERRBEN","VERRBEN",,"Verrucaria bernaicensis",11.00,"Malbr. (Breuss 2007b)",,"U",,,,0,1424
,,,"VERRFRA","VERRFRA","VERRFRA",,"Verrucaria fraudulosa",11.00,"Nyl. (Breuss 2007b)",,"U",,,,0,1425
,,,"RHIZBOL","RHIZBOL","RHIZBOL",,"Rhizocarpon bolanderi",11.00,"(Tuck.) Herre",,"U",,"N",,0,1426
,,,"CERCDEC","CERCDEC","CERCDEC",,"Cercidospora decolorella",11.00,"(Nyl.) O. E. Erikss. & J. Z. Yue",,"U",,,,0,1427
,,,"AMYGPEL","AMYGPEL","AMYGPEL",,"Amygdalaria pelobotryon",11.00,"(Wahlenb.) Norman Syns.: Lecanora pelobotrya, Aspicilia pelobotrya, Lecidea pelobotrya, L. ""pelobotrion""",,"U",,"N",,0,1428
,,,"VERRSUD","VERRSUD","VERRSUD",,"Verrucaria subdivisa",11.00,"Breuss (Breuss 2007b)",,"U",,,,0,1429
,,,"ARTHSID","ARTHSID","ARTHSID",,"Arthonia siderea",11.00,"Degel.",,"U",,,,0,1430
,,,"XANTLIP","XANTLIP","XANTLIP",,"Xanthoparmelia lipochlorochroa",11.00,"Hale & Elix",,"U",,,,0,1431
,,,"MYCOMIC","MYCOMIC","MYCOMIC",,"Mycomicrothelia sp.",11.00,"Keissler",,"U",,,,0,1432
,,,"LECICOM","LECICOM","LECICOM",,"Lecidea commaculans",11.00,"Nyl. (Fryday 2006)",,"U",,,,0,1433
,,,"CALILEN","CALILEN","CALILEN",,"Calicium lenticulare",11.00,"Ach.","candle-wax stubble","U",,"N",,0,1434
,,,"USNEAMB","USNEAMB","USNEAMB",,"Usnea amblyoclada",11.00,"(Müll. Arg.) Zahlbr. (Clerc & Herrera-Campos 1997)",,"U",,,,0,1435
,,,"PERTSOM","PERTSOM","PERTSOM",,"Pertusaria sommerfeltii",11.00,"(Flörke ex Sommerf.) Fr.",,"U",,"N",,0,1436
,,,"ARTHLYR","ARTHLYR","ARTHLYR",,"Arthopyrenia lyrata",11.00,"R. C. Harris",,"U",,,,0,1437
,,,"SPHABRY","SPHABRY","SPHABRY",,"Sphaeropezia bryoriae",11.00,"(Diederich & Etayo) Baloch & Wedin  Syn.: Odontotrema intermedia",,"U",,,,0,1438
,,,"USNELEU","USNELEU","USNELEU",,"Usnea leucosticta",11.00,"Vainio",,"U",,,,0,1439
,,,"LECITEA","LECITEA","LECITEA",,"Lecidea tenayucae",11.00,"B. de Lesd.",,"U",,,,0,1440
,,,"XYLOCRA","XYLOCRA","XYLOCRA",,"Xylographa crassithallina",11.00,"B. D. Ryan & T. H. Nash  (Ryan 2004b)",,"U",,,,0,1441
,,,"MYCOALN","MYCOALN","MYCOALN",,"Mycoglaena alni",11.00,"(Dearness & House) Barr",,"U",,,,0,1442
,,,"LECIGRA","LECIGRA","LECIGRA",,"Lecidella granulosula",11.00,"(Nyl.) Knoph & Leuckert  (Knoph & Leuckert 2004)",,"U",,,,0,1443
,,,"TRICHOI","TRICHOI","TRICHOI",,"Trichothelium horridulum",11.00,"(Müll. Arg.) R. Sant.",,"U",,,,0,1444
,,,"LECAPSE","LECAPSE","LECAPSE",,"Lecanora pseudosarcopidoides",11.00,"M. Brand & van den Boom (Hutten et al. 2013)",,"U",,,,0,1445
,,,"ARTHADV","ARTHADV","ARTHADV",,"Arthothelium adveniens",11.00,"Nyl.",,"U",,,,0,1446
,,,"CLADHYP","CLADHYP","CLADHYP",,"Cladonia hypoxantha",11.00,"Tuck.",,"U",,,,0,1447
,,,"OCELFIS","OCELFIS","OCELFIS",,"Ocellularia fissa",11.00,"(Nyl.) Hale",,"U",,,,0,1448
,,,"FUSCRAM","FUSCRAM","FUSCRAM",,"Fuscopannaria ramulina",11.00,"P. M. Jørg. & Tønsberg (Jørgensen 2000c)","antler crackers","U",,,,0,1449
,,,"LECALYC","LECALYC","LECALYC",,"Lecanographa lyncea",11.00,"(Sm.) Egea & Torrente  (Egea et al.  2004b)",,"U",,,,0,1450
,,,"XANTAMA","XANTAMA","XANTAMA",,"Xanthoparmelia amableana",11.00,"(Gyelnik) Hale  (Nash& Elix 2004)",,"U",,,,0,1451
,,,"EDRUDIA","EDRUDIA","EDRUDIA",,"Edrudia sp.",11.00,"W. P. Jordan",,"U",,,,0,1452
,,,"VERRPRO","VERRPRO","VERRPRO",,"Verrucaria prominula",11.00,"Nyl.",,"U",,"N",,0,1453
,,,"USNEBAI","USNEBAI","USNEBAI",,"Usnea baileyi",11.00,"(Stirton) Zahlbr.",,"U",,,,0,1454
,,,"PELTSON","PELTSON","PELTSON",,"Peltula sonorensis",11.00,"Büdel & T. H. Nash",,"U",,,,0,1455
,,,"STAUFIS","STAUFIS","STAUFIS",,"Staurothele fissa",11.00,"(Taylor) Zwackh",,"U",,"N",,0,1456
,,,"GRAPCUP","GRAPCUP","GRAPCUP",,"Graphis cupei",11.00,"Vainio ex Lücking  (Lücking et al. 2011b)",,"U",,,,0,1457
,,,"SARCCAM","SARCCAM","SARCCAM",,"Sarcosagium campestre",11.00,"(Fr.) Poetsch & Schiedem. Syn.: Biatorella campestris",,"U",,,,0,1458
,,,"STAURUG","STAURUG","STAURUG",,"Staurothele rugosa",11.00,"J. W. Thomson",,"U",,,,0,1459
,,,"LECAERY","LECAERY","LECAERY",,"Lecania erysibe",11.00,"(Ach.) Mudd",,"U",,"N",,0,1460
,,,"DIRIPAP","DIRIPAP","DIRIPAP",,"Dirinaria papillulifera",11.00,"(Nyl.) D. D. Awasthi",,"U",,,,0,1462
,,,"FUSCMED","FUSCMED","FUSCMED",,"Fuscopannaria mediterranea",11.00,"(Tav.) P. M. Jørg. Syn.: Pannaria mediterranea",,"U",,"N",,0,1463
,,,"BACIJAC","BACIJAC","BACIJAC",,"Bacidia jacobi",11.00,"(Tuck.) Hasse = misplaced here, correct placement uncertain (Ekman 1996, 2004a)",,"U",,,,0,1464
,,,"GOMPHIL","GOMPHIL","GOMPHIL",,"Gomphillus sp.",11.00,"Nyl.",,"U",,,,0,1465
,,,"CATOLEC","CATOLEC","CATOLEC",,"Catolechia sp.",11.00,"Flotow",,"U",,"N",,0,1466
,,,"THELPAC","THELPAC","THELPAC",,"Thelotrema pachysporum",11.00,"Nyl. (Lücking et al. 2011b)",,"U",,,,0,1467
,,,"SPORPOL","SPORPOL","SPORPOL",,"Sporastatia polyspora",11.00,"(Nyl.) Grummann",,"U",,,,0,1468
,,,"OPEGLEU","OPEGLEU","OPEGLEU",,"Opegrapha leucoplaca",11.00,"Müll. Arg.",,"U",,,,0,1469
,,,"POLYALD","POLYALD","POLYALD",,"Polymeridium albidum",11.00,"(Müll. Arg.) R. C. Harris",,"U",,,,0,1470
,,,"TRAPCOR","TRAPCOR","TRAPCOR",,"Trapelia corticola",11.00,"Coppins & P. James",,"U",,"N",,0,1471
,,,"CALICHL","CALICHL","CALICHL",,"Calicium chlorosporum",11.00,"F. Wilson",,"U",,,,0,1472
,,,"HEIOMAS","HEIOMAS","HEIOMAS",,"Heiomasia sp.",11.00,"Nelsen, Lücking & Rivas Plata (Nelsen & Lücking 2010 [2011])",,"U",,,,0,1473
,,,"BRYOSEP","BRYOSEP","BRYOSEP",,"Bryonora septentrionalis",11.00,"Holtan-Hartwig",,"U",,,,0,1474
,,,"RINOASC","RINOASC","RINOASC",,"Rinodina ascociscana",11.00,"(Tuck.) Tuck.",,"U",,,,0,1475
,,,"PHYSLEP","PHYSLEP","PHYSLEP",,"Physcia leptalea",11.00,"(Ach.) DC.",,"U",,,,0,1476
,,,"LECIKAT","LECIKAT","LECIKAT",,"Lecidea katahdinensis",11.00,"Degel.",,"U",,,,0,1477
,,,"CALOWET","CALOWET","CALOWET",,"Caloplaca wetmorei",11.00,"Nimis, Poelt & Tretiach",,"U",,,,0,1478
,,,"FUSCAHL","FUSCAHL","FUSCAHL",,"Fuscopannaria ahlneri",11.00,"(P. M. Jørg.) P. M. Jørg. Syn.: Pannaria ahlneri",,"U",,"N",,0,1479
,,,"BACIEGE","BACIEGE","BACIEGE",,"Bacidina egenuloidea",11.00,"(Fink) S. Ekman Syn.: Bacidia egenuloidea",,"U",,,,0,1480
,,,"ASPIRYR","ASPIRYR","ASPIRYR",,"Aspicilia ryrkaipiae",11.00,"(H. Magn.) Oxner Syn.: Lecanora ryrkaipiae",,"U",,,,0,1481
,,,"PILOCER","PILOCER","PILOCER",,"Pilophorus cereolus",11.00,"(Ach.) Th. Fr. in Hellbom","powdered matchstick","U",,"N",,0,1482
,,,"LECILYN","LECILYN","LECILYN",,"Lecidea lyngei",11.00,"Degel.",,"U",,,,0,1483
,,,"LECIPAA","LECIPAA","LECIPAA",,"Lecidella patavina",11.00,"(A. Massal.) Knoph& Leuckert Syns.: Lecidea acrocyanea, L. alaiensis, L. endolithea",,"U",,"N",,0,1484
,,,"FUSCSOR","FUSCSOR","FUSCSOR",,"Fuscopannaria sorediata",11.00,"P. M. Jørg. (Jørgensen 2000b)",,"U",,,,0,1485
,,,"PHAESQU","PHAESQU","PHAESQU",,"Phaeophyscia squarrosa",11.00,"Kashiwadani (Moberg 1995) Syn: Physcia lacinulata, for North American records",,"U",,,,0,1486
,,,"AMANDAK","AMANDAK","AMANDAK",,"Amandinea dakotensis",11.00,"(H. Magn.) P. May & Sheard Syns.: Rinodina dakotensis, R. finkii, R. inaequalis, R. pennsylvanica, R. pyriniformis, R. subplumbea, R. subpyriniformis. (Sheard & May 1997)",,"U",,,,0,1487
,,,"ACARINT","ACARINT","ACARINT",,"Acarospora interjecta",11.00,"H. Magn.",,"U",,,,0,1488
,,,"MELALEN","MELALEN","MELALEN",,"Melaspilea lentiginosula",11.00,"(Nyl.) A. L. Sm.",,"U",,,,0,1489
,,,"BURGELL","BURGELL","BURGELL",,"Burgella sp.",11.00,"Diederich & Lawrey (Diederich & Lawrey 2007)",,"U",,,,0,1490
,,,"ARTHCIE","ARTHCIE","ARTHCIE",,"Arthopyrenia cinereopruinosa",11.00,"(Schaerer) A. Massal.",,"U",,"N",,0,1491
,,,"TETRTER","TETRTER","TETRTER",,"Tetramelas terricolus",11.00,"(A. Nordin) Kalb (Kalb 2004)",,"U",,,,0,1492
,,,"MYXOPHO","MYXOPHO","MYXOPHO",,"Myxophora sp.",11.00,"Döbbeler & Poelt",,"U",,,,0,1493
,,,"TONIVER","TONIVER","TONIVER",,"Toninia verrucarioides",11.00,"(Nyl.) Timdal",,"U",,"N",,0,1494
,,,"XANTHOR","XANTHOR","XANTHOR",,"Xanthoria sp.",11.00,"(Fr.) Th. Fr.","orange lichens","U",,"N",,0,1495
,,,"OCHRBRY","OCHRBRY","OCHRBRY",,"Ochrolechia bryophaga",11.00,"(Erichsen) K. Schmitz & Lumbsch  Syn.: Pertusaria bryophaga",,"U",,,,0,1496
,,,"XANTFUL","XANTFUL","XANTFUL",,"Xanthomendoza fulva",11.00,"(Hoffm.) Søchting, Kärnefelt & S. Y. Kondr.  Syn.: Xanthoria fulva (Søchting et al. 2002)","skeptical sunburst","U",,,,0,1497
,,,"SCHAALP","SCHAALP","SCHAALP",,"Schadonia alpina",11.00,"Körber Syns.: Lopadium alpinum, L. gemellum",,"U",,"N",,0,1498
,,,"ARTHSEX","ARTHSEX","ARTHSEX",,"Arthonia sexlocularis",11.00,"Zahlbr. (Grube 2007)",,"U",,,,0,1499
,,,"GLYPSCY","GLYPSCY","GLYPSCY",,"Glyphis scyphulifera",11.00,"(Ach.) Staiger  Syn.: Gyrostomum scyphuliferum (Staiger 2002, Lücking et al. 2011b)",,"U",,,,0,1500
,,,"VERRMAC","VERRMAC","VERRMAC",,"Verrucaria macrostoma",11.00,"Dufour ex DC.",,"U",,"N",,0,1501
,,,"MICADEM","MICADEM","MICADEM",,"Micarea deminuta",11.00,"Coppins (Fryday & Coppins 2007)",,"U",,,,0,1502
,,,"SKYTLEC","SKYTLEC","SKYTLEC",,"Skyttea lecanorae",11.00,"Diederich & Etayo (Diederich & Etayo 2000)",,"U",,,,0,1503
,,,"XANTPLA","XANTPLA","XANTPLA",,"Xanthoparmelia planilobata",11.00,"(Gyelnik) Hale","mini rockfrog","U",,"N",,0,1504
,,,"LEPREBU","LEPREBU","LEPREBU",,"Lepraria eburnea",11.00,"J. R. Laundon",,"U",,"N",,0,1505
,,,"CLADSUR","CLADSUR","CLADSUR",,"Cladonia subradiata",11.00,"(Vainio) Sandst.",,"U",,,,0,1506
,,,"BAEOMYC","BAEOMYC","BAEOMYC",,"Baeomyces sp.",11.00,"Pers.","beret lichens","U",,"N",,0,1507
,,,"BACTSPI","BACTSPI","BACTSPI",,"Bactrospora spiralis",11.00,"Egea & Torrente",,"U",,,,0,1508
,,,"DIRIPAR","DIRIPAR","DIRIPAR",,"Dirina paradoxa",11.00,"(Fée) Tehler",,"U",,,,0,1509
,,,"CATITER","CATITER","CATITER",,"Catillaria terrena",11.00,"(Willey) Zahlbr.",,"U",,,,0,1510
,,,"SKYTTEA","SKYTTEA","SKYTTEA",,"Skyttea sp.",11.00,"Sherwood, D. Hawksw. & Coppins",,"U",,,,0,1511
,,,"STIGGYR","STIGGYR","STIGGYR",,"Stigmidium gyrophorarum",11.00,"(Arnold) D. Hawksw. (Hafellner et al. 2002)",,"U",,,,0,1512
,,,"MIRIGAR","MIRIGAR","MIRIGAR",,"Miriquidica garovaglii",11.00,"(Schaerer) Hertel & Rambold Syns.: Lecidea garovaglii, L. aenea",,"U",,,,0,1513
,,,"VERRAME","VERRAME","VERRAME",,"Verrucaria americana",11.00,"(B. de Lesd.) Breuss  Syn.: Endopyrenium americanum (Breuss 2007b)",,"U",,,,0,1514
,,,"MYXOTRI","MYXOTRI","MYXOTRI",,"Myxotrichum sp.",11.00,"Kunze",,"U",,,,0,1515
,,,"LECICAL","LECICAL","LECICAL",,"Lecidea californica",11.00,"Zahlbr.",,"U",,,,0,1516
,,,"LECITUM","LECITUM","LECITUM",,"Lecidella tumidula",11.00,"(A. Massal.) Knoph & Leuckert  (Knoph & Leuckert 2004)",,"U",,,,0,1517
,,,"ANZIA","ANZIA","ANZIA",,"Anzia sp.",11.00,"Stizenb.",,"U",,,,0,1518
,,,"THERMUT","THERMUT","THERMUT",,"Thermutis sp.",11.00,"Fr.","rockvelvet lichens","U",,"N",,0,1519
,,,"ARTHEXC","ARTHEXC","ARTHEXC",,"Arthonia excentrica",11.00,"Th. Fr. (Hafellner et al. 2002)",,"U",,,,0,1520
,,,"STICTA","STICTA","STICTA",,"Sticta sp.",11.00,"(Schreber) Ach.","moon lichens","U",,"N",,0,1521
,,,"PLACOPY","PLACOPY","PLACOPY",,"Placopyrenium sp.",11.00,"Breuss",,"U",,,,0,1522
,,,"LECAAUS","LECAAUS","LECAAUS",,"Lecanora austrocalifornica",11.00,"Lendemer & K. Knudsen (Lendemer & Knudsen 2009)",,"U",,,,0,1523
,,,"LECARUB","LECARUB","LECARUB",,"Lecanora rubicunda",11.00,"Bagl.",,"U",,,,0,1524
,,,"VERRSUB","VERRSUB","VERRSUB",,"Verrucaria submuralis",11.00,"Nyl.",,"U",,,,0,1525
,,,"MICAPRA","MICAPRA","MICAPRA",,"Micarea prasina",11.00,"Fr. Syns.: Catillaria prasina",,"U",,"N",,0,1526
,,,"PELTRAD","PELTRAD","PELTRAD",,"Peltula radicata",11.00,"(Ach.) Nyl.",,"U",,,,0,1527
,,,"PROTNEP","PROTNEP","PROTNEP",,"Protounguicularia nephromatis",11.00,"(Zhurb. & Zavarzin) Huhtinen, D. Hawksw. & Ihlen (Huhtinen et al. 2008) Syn.: Unguiculariopsis nephromatis",,"U",,,,0,1528
,,,"LECACAF","LECACAF","LECACAF",,"Lecanactis californica",11.00,"Tuck.",,"U",,,,0,1529
,,,"CALOALB","CALOALB","CALOALB",,"Caloplaca albovariegata",11.00,"(B. de Lesd.) Wetmore Syn.:  Pyrenodesmia albovariegata",,"U",,,,0,1530
,,,"PHAEUSN","PHAEUSN","PHAEUSN",,"Phaeosporobolus usneae",11.00,"D. Hawksw. & Hafellner",,"U",,,,0,1531
,,,"COENOGO","COENOGO","COENOGO",,"Coenogonium sp.",11.00,"Ehrenb.",,"U",,,,0,1532
,,,"LECICRA","LECICRA","LECICRA",,"Lecidea crassilabra",11.00,"Müll. Arg.",,"U",,,,0,1533
,,,"ASPICUR","ASPICUR","ASPICUR",,"Aspicilia curvabilis",11.00,"(Nyl.) Hue (Hansen 2006)",,"U",,,,0,1534
,,,"GOMPCAL","GOMPCAL","GOMPCAL",,"Gomphillus calycioides",11.00,"(Duby) Nyl. (Buck 1998)",,"U",,,,0,1535
,,,"MICASYL","MICASYL","MICASYL",,"Micarea sylvicola",11.00,"(Flotow) Vezda & V. Wirth Syn.: Lecidea sylvicola",,"U",,"N",,0,1536
,,,"CLADPAR","CLADPAR","CLADPAR",,"Cladonia parasitica",11.00,"(Hoffm.) Hoffm.","fence-rail thatch","U",,"N",,0,1537
,,,"LECITOR","LECITOR","LECITOR",,"Lecidea torquens",11.00,"Müll. Arg. = a species of Lecanora? (Printzen 1995)",,"U",,,,0,1538
,,,"ASPIDOH","ASPIDOH","ASPIDOH",,"Aspidothelium sp.",11.00,"Vainio",,"U",,,,0,1539
,,,"CALOOBA","CALOOBA","CALOOBA",,"Caloplaca obamae",11.00,"K. Knudsen (Knudsen 2009)",,"U",,,,0,1540
,,,"PSORNIG","PSORNIG","PSORNIG",,"Psorotichia nigra",11.00,"H. Magn.",,"U",,,,0,1541
,,,"MULTSHA","MULTSHA","MULTSHA",,"Multiclavula sharpii",11.00,"R. Petersen",,"U",,"N",,0,1542
,,,"ASPIPLI","ASPIPLI","ASPIPLI",,"Aspicilia plicigera",11.00,"(Zahlbr.) Räsänen Syn.: Lecanora plicigera",,"U",,,,0,1543
,,,"DACTATH","DACTATH","DACTATH",,"Dactylospora athallina",11.00,"(Müll. Arg.) Hafellner Syn.: Karschia athallina",,"U",,,,0,1544
,,,"FIBRINS","FIBRINS","FIBRINS",,"Fibrillithecis insignis",11.00,"(Zahlbr.) A. Frisch (Frisch 2006)",,"U",,,,0,1545
,,,"CATIATM","CATIATM","CATIATM",,"Catillaria atomarioides",11.00,"(Müll. Arg.) H. Kilias (Kocourková et al. 2010)",,"U",,,,0,1546
,,,"LECISWA","LECISWA","LECISWA",,"Lecidea swartzioidea",11.00,"Nyl.",,"U",,,,0,1547
,,,"REQUSUB","REQUSUB","REQUSUB",,"Requienella subcollapsa",11.00,"(Ellis & Everhart) R. C. Harris (Harris 1995a)",,"U",,,,0,1548
,,,"POLYCAD","POLYCAD","POLYCAD",,"Polycauliona candelaria",11.00,"(L.) Frödén,Arup, & Søchting  Syn.: Teloschistes candelarius, Xanthoria candelaria",,"U",,,,0,1549
,,,"CLADDAC","CLADDAC","CLADDAC",,"Cladonia dactylota",11.00,"Tuck.",,"U",,,,0,1550
,,,"LECISTR","LECISTR","LECISTR",,"Lecidea strasseri",11.00,"Zahlbr.  (Spribille et al. 2010)",,"U",,,,0,1551
,,,"GYALFOV","GYALFOV","GYALFOV",,"Gyalecta foveolaris",11.00,"(Ach.) Schaerer",,"U",,,,0,1552
,,,"MYCOFIS","MYCOFIS","MYCOFIS",,"Mycobilimbia fissuriseda",11.00,"(Poelt) Poelt & Hafellner Syn.: Lecidea fissuriseda",,"U",,,,0,1553
,,,"LECAARG","LECAARG","LECAARG",,"Lecanora argopholis",11.00,"(Ach.) Ach.",,"U",,,,0,1554
,,,"PELTPON","PELTPON","PELTPON",,"Peltigera ponojensis",11.00,"Gyelnik","felt pelt","U",,"N",,0,1555
,,,"MYCOSUC","MYCOSUC","MYCOSUC",,"Mycoglaena subcoerulescens",11.00,"(Nyl.) Höhnel",,"U",,,,0,1556
,,,"SULCCAN","SULCCAN","SULCCAN",,"Sulcopyrenula canellae-albae",11.00,"(Fée) H. Harada Syn.: Anthracothecium carellae-albae (Harada 1999)",,"U",,,,0,1557
,,,"LECAMAD","LECAMAD","LECAMAD",,"Lecania madida",11.00,"Reese Naesb. & Björk  (Reese Naesborg 2008)",,"U",,,,0,1558
,,,"MYOCRUF","MYOCRUF","MYOCRUF",,"Myochroidea rufofusca",11.00,"(Anzi) Printzen, T. Sprib.& Tønsberg  Syn.: Biatora rufofusca, Lecidea rufofusca",,"U",,,,0,1559
,,,"ARTHCUP","ARTHCUP","ARTHCUP",,"Arthonia cupressina",11.00,"Tuck.",,"U",,,,0,1560
,,,"ACAROBP","ACAROBP","ACAROBP",,"Acarospora obpallens",11.00,"(Nyl. ex Hasse) Zahlbr.  Syn.: Lecanora obpallens",,"U",,,,0,1561
,,,"BULBSCO","BULBSCO","BULBSCO",,"Bulbothrix scortella",11.00,"(Nyl.) Hale (Benatti & Elix 2012) Syn.: Parmelia njalensis, P. scortella",,"U",,,,0,1562
,,,"LICHGAL","LICHGAL","LICHGAL",,"Lichenochora galligena",11.00,"R. Sant. & Hafellner (Diederich 2003)",,"U",,,,0,1563
,,,"ACARBRO","ACARBRO","ACARBRO",,"Acarospora brouardii",11.00,"B. de Lesd. (Knudsen 2007a, Knudsen et al. 2008a)",,"U",,,,0,1564
,,,"LEPTDEN","LEPTDEN","LEPTDEN",,"Leptogium denticulatum",11.00,"Nyl.",,"U",,,,0,1565
,,,"BLENNOT","BLENNOT","BLENNOT",,"Blennothallia sp.",11.00,"Trevisan (Otálora et al. 2014)",,"U",,,,0,1566
,,,"PSORCOS","PSORCOS","PSORCOS",,"Psoroglaena costaricensis",11.00,"Henssen (Lücking et al. 2011b)",,"U",,,,0,1567
,,,"MYCOCAL","MYCOCAL","MYCOCAL",,"Mycoporum californicum",11.00,"(Zahlbr.) R. C. Harris (Harris 1995a) Syns.: Tomasellia californica, Mycoporellum californicum",,"U",,,,0,1568
,,,"CLADNIT","CLADNIT","CLADNIT",,"Cladonia nitens",11.00,"Ahti (Ahti 2007)",,"U",,,,0,1569
,,,"BILIACC","BILIACC","BILIACC",,"Bilimbia accedens",11.00,"Arnold  Syns.: Mycobilimbia accedens, Myxobilimbia accedens (Spribille et al. 2010)",,"U",,,,0,1570
,,,"STRISMA","STRISMA","STRISMA",,"Strigula smaragdula",11.00,"Fr. : Fr. (Harris 1995a)",,"U",,,,0,1571
,,,"FISSSUC","FISSSUC","FISSSUC",,"Fissurina subcomparimuralis",11.00,"Common & Lücking (Lumbsch et al. 2011; Lücking et al. 2011b)",,"U",,,,0,1572
,,,"BRYOCAR","BRYOCAR","BRYOCAR",,"Bryoria carlottae",11.00,"Brodo & D. Hawksw.","languid horsehair","U",,"N",,0,1573
,,,"SAGEDIA","SAGEDIA","SAGEDIA",,"Sagedia sp.",11.00,"Ach. (Nordin et al. 2010)",,"U",,,,0,1574
,,,"LICHPEL","LICHPEL","LICHPEL",,"Lichenopeltella peltigericola",11.00,"(D. Hawksw.) R. Sant. (Alstrup & Cole 1998)",,"U",,,,0,1575
,,,"CALVARM","CALVARM","CALVARM",,"Calvitimela armeniaca",11.00,"(DC.) Hafellner Syn.: Lecidea armeniaca, Tephromela armeniaca",,"U",,,,0,1576
,,,"ANTHPRA","ANTHPRA","ANTHPRA",,"Anthracothecium prasinum",11.00,"(Eschw.) R. C. Harris",,"U",,,,0,1577
,,,"LEPRSQU","LEPRSQU","LEPRSQU",,"Lepraria squamatica",11.00,"Elix (Lendemer 2008)",,"U",,,,0,1578
,,,"RHIZSUP1","RHIZSUP1","RHIZSUP",,"Rhizocarpon superficiale ssp. boreale",11.00,"subsp.  Runemark",,"U",,"N",,0,1579
,,,"NIEBROB","NIEBROB","NIEBROB",,"Niebla robusta",11.00,"(R. Howe) Rundel  Syns.:  Ramalina combeoides var. robusta,  Vermilacinia robusta  (Bowler & Marsh 2004)",,"U",,,,0,1580
,,,"COLLPUL1","COLLPUL1","COLLPUL",,"Collema pulcellum var. leucopeplum",11.00,"var.  (Tuck.) Degel.",,"U",,,,0,1581
,,,"PLECLIC","PLECLIC","PLECLIC",,"Plectocarpon lichenum",11.00,"(Sommerf.) D. Hawksw.",,"U",,,,0,1582
,,,"RAMOVAL","RAMOVAL","RAMOVAL",,"Ramonia valenzueliana",11.00,"(Mont.) Stizenb. Syn.: Maronea porinoidea",,"U",,,,0,1583
