"APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName","ShortenedGuideName","EnglishNameUpdate2018","Native","Codetype","ID","TaxonLevel","IsAttribute","Report"
,"POLYGOA","POLYPUN","PERSPUN","PERSPUN",,"Polygonum punctatum",7,"Ell.",,,,,"S",13609,"spe",0,0
"POLYGOA","POLYGOA","POLYRAM","POLYRAM","POLYRAM",,"Polygonum ramosissimum",7,"Michx.","bushy knotweed",,"bushy knotweed","N","U",13610,"spe",0,1
"POLYGOA","POLYGOA","POLYRAM1","POLYRAM3","POLYRAM",,"Polygonum ramosissimum var. prolificum",7,"Small",,,,,"S",13611,"var",0,0
,"POLYGOA","POLYSAC","FALLSAC","FALLSAC",,"Polygonum sachalinense",7,"F. Schmidt ex Maxim.",,,,,"S",13612,"spe",0,0
,"POLYGOA","POLYSCA","PERSLAP","PERSLAP",,"Polygonum scabrum",7,"Moench",,,,,"S",13613,"spe",0,0
"POLYGOA","POLYGOA","POLYGON","POLYGON","POLYGON",,"Polygonum sp.",7,,,,"knotweed","N","U",13614,"gen",0,1
"POLYGOA","POLYGOA","POLYSPE","POLYSPE","POLYSPE",,"Polygonum spergulariiforme",7,"Meisn. ex Small","spurry knotweed",,"spurry knotweed","N","U",13615,"spe",0,1
,"POLYGOA","POLYVIV","BISTVIV","BISTVIV",,"Polygonum viviparum",7,"L.",,,,,"S",13616,"spe",0,0
,"PONTEDE"," PONTED","PONTEDE","PONTEDE",,"Pontederiaceae",7,,,,,"N","U",13617,"fam",0,1
"PORTULC","PORTULC","PORTOLE","PORTOLE","PORTOLE",,"Portulaca oleracea",7,"L.","common purslane",,"common purslane","E","U",13618,"spe",0,1
"PORTULC","PORTULC","PORTULA","PORTULA","PORTULA",,"Portulaca sp.",7,,,,"purslane","E","U",13619,"gen",0,1
,"PORTULC"," PORTUL","PORTULC","PORTULC",,"Portulacaceae",7,,,,,"N","U",13620,"fam",0,1
"POTAMOE","POTAMOE","POTAALP","POTAALP","POTAALP",,"Potamogeton alpinus",7,"Balbis","northern pondweed",,"alpine pondweed","N","U",13621,"spe",0,1
,"POTAMOE","POTAALP2","POTAALP","POTAALP",,"Potamogeton alpinus var. subellipticus",7,"(Fern.) Ogden",,,,,"S",13622,"var",0,0
"POTAMOE","POTAMOE","POTAAMP","POTAAMP","POTAAMP",,"Potamogeton amplifolius",7,"Tuckerman","large-leaved pondweed",,"large-leaved pondweed","N","U",13623,"spe",0,1
"POLYGOA","POLYGOA","PERSWAL1","PERSWAL1","PERSWAL",,"Persicaria wallichii var. wallichii",7,,"Himalayan knotweed",,"Himalayan knotweed","E","U",1136431,"var",0,1
"BRASSIA","BRASSIA","PHYSDOU","PHYSDOU1","PHYSDOU",,"Physaria douglasii ssp. douglasii",7,,"Columbia bladderpod",,"Douglas' bladderpod","N","U",1136432,"sub",0,1
"PLANTAI","PLANTAI","PLANMAR2","PLANMAR","PLANMAR",,"Plantago maritima var. juncoides",7,"(Lam.) Hult.","sea plantain",,"seaside plantain","N","S",1136433,"var",0,0
"FAGACEA","FAGACEA","QUERGAR","QUERGAR1","QUERGAR","Qg","Quercus garryana var. garryana",2,,"Garry oak",,"Garry oak","N","U",1136434,"var",0,1
"RANUNCL","RANUNCL","ARCTCOO","ARCTCOO","ARCTCOO",,"Arcteranthis cooleyae",7,"(Rose) Greene","Cooley's buttercup",,"Cooley's buttercup","N","U",1136435,"spe",0,1
"RANUNCL","RANUNCL","FICAVER","FICAVER","FICAVER",,"Ficaria verna",7,"Huds.","lesser celandine",,"lesser celandine","E","U",1136436,"spe",0,1
"RANUNCL","RANUNCL","FICARIA","FICARIA","FICARIA",,"Ficaria sp.",7,,,,"celadine","E","U",1136437,"gen",0,1
"RANUNCL","RANUNCL","CERAFAL","CERAFAL","CERAFAL",,"Ceratocephala falcata",7,"(L.) Pers.","hornseed buttercup",,"hornseed buttercup","E","U",1136438,"spe",0,1
"RANUNCL","RANUNCL","CERATOC","CERATOC","CERATOC",,"Ceratocephala sp.",7,,,,"hornseed buttercup","E","U",1136439,"gen",0,1
"CYPERAC","CYPERAC","SCHOSAM","SCHOSAM","SCHOSAM",,"Schoenoplectiella saximontana",6,"(Fern.) Lye","Rocky Mountain bulrush",,"Rocky Mountain bulrush","N","U",1136440,"spe",0,1
"CYPERAC","CYPERAC","SCHOENL","SCHOENL","SCHOENL",,"Schoenoplectiella sp.",6,,,,"bulrush","N","U",1136441,"gen",0,1
"CRASSUA","CRASSUA","SEDUORE1","SEDUORE1","SEDUORE",,"Sedum oreganum var. tenue",7,"(R.T. Clausen) H. Ohba","Oregon stonecrop",,"slender Oregon stonecrop","N","U",1136442,"var",0,1
"CRASSUA","CRASSUA","SEDUORE2","SEDUORE2","SEDUORE",,"Sedum oreganum var. oreganum",7,,"Oregon stonecrop",,"Oregon stonecrop","N","U",1136443,"var",0,1
"ASTERAC","ASTERAC","JACOVUL","JACOVUL","JACOVUL",,"Jacobaea vulgaris",7,"Gaertn.","tansy ragwort",,"tansy-ragwort","E","U",1136444,"spe",0,1
"ASTERAC","ASTERAC","JACOBAE","JACOBAE","JACOBAE",,"Jacobaea sp.",7,"Miller",,,"tansy-ragwort","E","U",1136445,"gen",0,1
,"POTAMOE","POTABER","POTAPUS5","POTAPUS",,"Potamogeton berchtoldii",7,"Fieb.",,,,,"S",13624,"spe",0,0
,"POTAMOE","POTABER1","POTAPUS5","POTAPUS",,"Potamogeton berchtoldii var. lacunatus",7,"(Hagstr.) Fern.",,,,,"S",13625,"var",0,0
,"POTAMOE","POTACOM","POTAFRI","POTAFRI",,"Potamogeton compressus",7,"auct. non L.",,,,,"S",13626,"spe",0,0
"FABACEA","FABACEA","LUPINOO","LUPINOO","LUPINOO",,"Lupinus nootkatensis",7,"Donn ex Sims","Nootka lupine",,"Nootka lupine","N","U",13627,"spe",0,1
"FABACEA","FABACEA","LUPINOO1","LUPINOO1","LUPINOO",,"Lupinus nootkatensis var. fruticosus",7,"Sims","Nootka lupine",,"shrubby Nootka lupine","N","U",13628,"var",0,1
"FABACEA","FABACEA","LUPINOO2","LUPINOO2","LUPINOO",,"Lupinus nootkatensis var. nootkatensis",7,,"Nootka lupine",,"Nootka lupine","N","U",13629,"var",0,1
"FABACEA","FABACEA","LUPIORE1","LUPIORE1","LUPIORE",,"Lupinus oreganus var. kincaidii",7,"C.P. Sm.","Kincaid's lupine",,"Kincaid's Oregon lupine","N","U",13630,"var",0,1
"FABACEA","FABACEA","LUPIPOC","LUPIPOC","LUPIPOC",,"Lupinus polycarpus",7,"Greene","small-flowered lupine",,"small-flowered lupine","N","U",13631,"spe",0,1
,"FABACEA","LUPIPOL","LUPIPOC","LUPIPOC",,"Lupinus polycarpus_",7,"Greene",,,,,"S",13632,"spe",0,0
"FABACEA","FABACEA","LUPIPOY","LUPIPOY","LUPIPOY",,"Lupinus polyphyllus",7,"Lindl.","large-leaved lupine",,"large-leaved lupine","N","U",13633,"spe",0,1
,"FABACEA","LUPIPOY3","LUPIARC1","LUPIARC",,"Lupinus polyphyllus ssp. arcticus",7,"(S. Wats.) Phillips",,,,,"S",13634,"sub",0,0
,"FABACEA","LUPIPOY4","LUPIBUR1","LUPIBUR",,"Lupinus polyphyllus var. burkei",7,"(S. Wats.) C.L. Hitchc.",,,,,"S",13635,"var",0,0
"FABACEA","FABACEA","LUPIRIV","LUPIRIV","LUPIRIV",,"Lupinus rivularis",7,"Dougl. ex Lindl.","streambank lupine",,"streambank lupine","N","U",13636,"spe",0,1
"FABACEA","FABACEA","LUPISER","LUPISER","LUPISER",,"Lupinus sericeus",7,"Pursh","silky lupine",,"silky lupine","N","U",13637,"spe",0,1
"FABACEA","FABACEA","LUPINUS","LUPINUS","LUPINUS",,"Lupinus sp.",7,,"lupine",,"lupine","N","U",13638,"gen",0,1
,"NOTUSED","UNKNOWN","UNKNOWN","UNKNOWN",,"Unknown sp.",0,,,,,"N","U",13639,"gen",0,1
"SAPINDA","ACERACE","ACER","ACER","ACER","M","Acer sp.",0,,"maple",,"maple","N","U",13640,"gen",0,1
,"ACERACE"," ACERAC","SAPINDA","SAPINDA",,"Aceraceae",0,,,,,,"S",13641,"fam",0,0
"ARALIAC","ARALIAC"," ARALIA","ARALIAC","ARALIAC",,"Araliaceae",0,,,,,"N","U",13642,"fam",0,1
"ERICACE","ERICACE","ARCTOST","ARCTOST","ARCTOST",,"Arctostaphylos sp.",0,,,,,"N","U",13643,"gen",0,1
"ASTERAC","ASTERAC","ARTEMIS","ARTEMIS","ARTEMIS",,"Artemisia sp.",0,"L.",,,"wormwood","N","U",13644,"gen",0,1
"BERBERD","BERBERD"," BERBER","BERBERD","BERBERD",,"Berberidaceae",0,,,,,"N","U",13645,"fam",0,1
"POTAMOE","POTAMOE","POTARIC","POTARIC","POTARIC",,"Potamogeton richardsonii",7,"(A. Benn.) Rydb.","Richardson's pondweed",,"Richardson's pondweed","N","U",13552,"spe",0,1
"POTAMOE","POTAMOE","POTAROB","POTAROB","POTAROB",,"Potamogeton robbinsii",7,"Oakes","Robbin's pondweed",,"Robbins' pondweed","N","U",13553,"spe",0,1
"POTAMOE","POTAMOE","POTAMOG","POTAMOG","POTAMOG",,"Potamogeton sp.",7,,"pondweed",,"pondweed","N","U",13554,"gen",0,1
"POTAMOE","POTAMOE","POTASTR","POTASTR","POTASTR",,"Potamogeton strictifolius",7,"A. Benn.","stiff-leaved pondweed",,"stiff-leaved pondweed","N","U",13555,"spe",0,1
,"POTAMOE","POTATEN","POTAALP","POTAALP",,"Potamogeton tenuifolius",7,"Raf.",,,,,"S",13556,"spe",0,0
"ASTERAC","ASTERAC","CHRYSOT","CHRYSOT","CHRYSOT",,"Chrysothamnus sp.",0,"Nutt.",,,"rabbit-brush","N","U",13651,"gen",0,1
,"CONVOLU"," CONVOL","CONVOLU","CONVOLU",,"Convolvulaceae",0,,,,,"N","U",13652,"fam",0,1
"CORNACE","CORNACE"," CORNAC","CORNACE","CORNACE",,"Cornaceae",0,,,,,"N","U",13653,"fam",0,1
"CORNACE","CORNACE","CORNUS","CORNUS","CORNUS","G","Cornus sp.",0,,,,,"N","U",13654,"gen",0,1
"CUPRESS","CUPRESS"," CUPRES","CUPRESS","CUPRESS",,"Cupressaceae",0,,,,,"N","U",13655,"fam",0,1
"ELAEAGA","ELAEAGA"," ELAEAG","ELAEAGA","ELAEAGA",,"Elaeagnaceae",0,,,,,"N","U",13656,"fam",0,1
"ELAEAGA","ELAEAGA","ELAEAGN","ELAEAGN","ELAEAGN",,"Elaeagnus sp.",0,,"elaeagnus",,"silverberry","N","U",13657,"gen",0,1
"ERICACE","ERICACE"," ERICAC","ERICACE","ERICACE",,"Ericaceae",0,,,,,"N","U",13658,"fam",0,1
"FABACEA","FABACEA"," FABACE","FABACEA","FABACEA",,"Fabaceae",0,,,,,"N","U",13659,"fam",0,1
"ERICACE","ERICACE","GAULTHE","GAULTHE","GAULTHE",,"Gaultheria sp.",0,,,,,"N","U",13660,"gen",0,1
"CUPRESS","CUPRESS","JUNIPER","JUNIPER","JUNIPER","J","Juniperus sp.",0,,"juniper",,"juniper","N","U",13661,"gen",0,1
,"MONOTRP"," MONOTR","MONOTRP","MONOTRP",,"Monotropaceae",8,,,,,"N","U",13662,"fam",0,1
"MYRICAC","MYRICAC","MYRICA","MYRICA","MYRICA",,"Myrica sp.",0,,,,"sweet gale","N","U",13663,"gen",0,1
"MYRICAC","MYRICAC"," MYRICA","MYRICAC","MYRICAC",,"Myricaceae",0,,,,,"N","U",13664,"fam",0,1
,"OLEACEA"," OLEACE","OLEACEA","OLEACEA",,"Oleaceae",0,,,,,"E","U",13665,"fam",0,1
"ROSACEA","ROSACEA","POTENTI","POTENTI","POTENTI",,"Potentilla sp.",0,,,,"cinquefoil","N","U",13666,"gen",0,1
,"PYROLAC"," PYROLA","PYROLAC","PYROLAC",,"Pyrolaceae",0,,,,,"N","U",13667,"fam",0,1
"RANUNCL","RANUNCL"," RANUNC","RANUNCL","RANUNCL",,"Ranunculaceae",0,,,,,"N","U",13668,"fam",0,1
"RHAMNAC","RHAMNAC"," RHAMNA","RHAMNAC","RHAMNAC",,"Rhamnaceae",0,,,,,"N","U",13669,"fam",0,1
,"POLEMOI","GILIAGG","IPOMAGG2","IPOMAGG",,"Gilia aggregata",7,"(Pursh) Spreng.",,,,,"S",13916,"spe",0,0
"POLEMOI","POLEMOI","GILICAP","GILICAP","GILICAP",,"Gilia capitata",7,"Sims","globe gilia",,"globe gilia","N","U",13917,"spe",0,1
,"POLEMOI","GILICAP1","GILICAP2","GILICAP",,"Gilia capitata ssp. capitata",7,,,,,,"S",13918,"sub",0,0
"POLEMOI","POLEMOI","GILICAP2","GILICAP2","GILICAP",,"Gilia capitata var. capitata",7,,"globe gilia",,"globe gilia","E","U",13919,"var",0,1
,"POLEMOI","GILIMIN","MICRMIN","MICRMIN",,"Gilia minutiflora",7,"Benth.",,,,,"S",13920,"spe",0,0
"POLEMOI","POLEMOI","GILISIN","GILISIN","GILISIN",,"Gilia sinuata",7,"Dougl. ex Benth.","shy gilia",,"shy gilia","N","U",13921,"spe",0,1
"POLEMOI","POLEMOI","GILIA","GILIA","GILIA",,"Gilia sp.",7,,,,"gilia","N","U",13922,"gen",0,1
,"POLEMOI","GILITEN","LATHTEN","LATHTEN",,"Gilia tenerrima",7,"A. Gray",,,,,"S",13923,"spe",0,0
"CAMPANL","CAMPANL","GITHOPS","GITHOPS","GITHOPS",,"Githopsis sp.",7,,,,"bluecup","N","U",13924,"gen",0,1
"CAMPANL","CAMPANL","GITHSPE","GITHSPE","GITHSPE",,"Githopsis specularioides",7,"Nutt.","common bluecup",,"common bluecup","N","U",13925,"spe",0,1
,"PRIMULC","GLAUMAR","LYSIMAR","LYSIMAR",,"Glaux maritima",7,"L.",,,,,"S",13926,"spe",0,0
,"PRIMULC","GLAUMAR1","LYSIMAR","LYSIMAR",,"Glaux maritima ssp. maritima",7,,,,,,"S",13927,"sub",0,0
,"PRIMULC","GLAUMAR2","LYSIMAR","LYSIMAR",,"Glaux maritima ssp. obtusifolia",7,"(Fern.) Boivin",,,,,"S",13928,"sub",0,0
,"PRIMULC","GLAUX","LYSIMAC","LYSIMAC",,"Glaux sp.",7,,,,,,"S",13929,"gen",0,0
"LAMIACE","LAMIACE","GLECHED","GLECHED","GLECHED",,"Glechoma hederacea",7,"L.","ground-ivy",,"ground-ivy","E","U",13930,"spe",0,1
,,,"PRUNPADD","PRUNPADD",,,2,,"European bird cherry (seedling)",,,,"D",1136662,"Dat",0,
,,,"BETUPUBD","BETUPUBD",,,2,,"downy birch (seedling)",,,,"D",1136663,"Dat",0,
,,,"SALIXSED","SALIXSED",,,2,,"golden willow (seedling)",,,,"D",1136664,"Dat",0,
,,,"AILANTHD","AILANTHD",,,1,,"tree-of-heaven (seedling)",,,,"D",1136665,"Dat",0,
,,,"ACERRUBD","ACERRUBD",,,2,,"red maple (seedling)",,,,"D",1136666,"Dat",0,
,,,"JUGLREGD","JUGLREGD",,,2,,"English walnut (seedling)",,,,"D",1136667,"Dat",0,
,,,"FRAXEXCD","FRAXEXCD",,,2,,"European ash (seedling)",,,,"D",1136668,"Dat",0,
,,,"ACERRUBD","ACERRUBD",,,2,,"red maple (seedling)",,,,"D",1136669,"Dat",0,
,,,"ELAEUMBD","ELAEUMBD",,,2,,"Japanese silverberry (seedling)",,,,"D",1136670,"Dat",0,
,,,"XANTNOOD","XANTNOOD",,,1,,"yellow-cedar (seedling)",,,,"D",1136671,"Dat",0,
,,,"MALUXDAQ","MALUXDAQ",,,2,,"Dawson crabapple (seedling)",,,,"D",1136672,"Dat",0,
,,,"PINUPOND","PINUPOND",,,1,,"ponderosa pine (seedling)",,,,"D",1136673,"Dat",0,
,,,"PINUPOND","PINUPOND",,,1,,"ponderosa pine (seedling)",,,,"D",1136674,"Dat",0,
,,,"FRANPURD","FRANPURD",,,2,,"cascara (seedling)",,,,"D",1136675,"Dat",0,
,,,"QUERGARD","QUERGARD",,,2,,"Garry oak (seedling)",,,,"D",1136676,"Dat",0,
,,,"ABIEAMAD","ABIEAMAD",,,1,,"amabilis fir (seedling)",,,,"D",1136677,"Dat",0,
,,,"ABIEBALD","ABIEBALD",,,1,,"balsam fir (seedling)",,,,"D",1136678,"Dat",0,
,,,"ABIECOND","ABIECOND",,,1,,"white fir (seedling)",,,,"D",1136679,"Dat",0,
,,,"ABIEGRAD","ABIEGRAD",,,1,,"grand fir (seedling)",,,,"D",1136680,"Dat",0,
,,,"ABIELASD","ABIELASD",,,1,,"subalpine fir (seedling)",,,,"D",1136681,"Dat",0,
,,,"ABIEMAGD","ABIEMAGD",,,1,,"Shasta red fir (seedling)",,,,"D",1136682,"Dat",0,
,,,"ABIEPROD","ABIEPROD",,,1,,"noble fir (seedling)",,,,"D",1136683,"Dat",0,
,,,"ABIESD","ABIESD",,,1,,"fir (seedling)",,,,"D",1136684,"Dat",0,
,,,"CALODECD","CALODECD",,,1,,"incense cedar (seedling)",,,,"D",1136685,"Dat",0,
,,,"CHAMLAWD","CHAMLAWD",,,1,,"Port Orford-cedar (seedling)",,,,"D",1136686,"Dat",0,
,,,"PRUNXPUD","PRUNXPUD",,,2,,"hybrid cherry (seedling)",,,,"D",1136687,"Dat",0,
,,,"ROBIHISD","ROBIHISD",,,2,,"bristly locust (seedling)",,,,"D",1136688,"Dat",0,
,,,"ROBIHISD","ROBIHISD",,,2,,"bristly locust (seedling)",,,,"D",1136689,"Dat",0,
,,,"CHAMAECD","CHAMAECD",,,1,,"cypress (seedling)",,,,"D",1136690,"Dat",0,
,,,"JUNISCOD","JUNISCOD",,,1,,"Rocky Mountain juniper (seedling)",,,,"D",1136691,"Dat",0,
,,,"LARIDECD","LARIDECD",,,1,,"European larch (seedling)",,,,"D",1136692,"Dat",0,
,,,"LARIKAED","LARIKAED",,,1,,"Japanese larch (seedling)",,,,"D",1136693,"Dat",0,
,,,"LARILARD","LARILARD",,,1,,"tamarack (seedling)",,,,"D",1136694,"Dat",0,
,,,"LARILYAD","LARILYAD",,,1,,"subalpine larch (seedling)",,,,"D",1136695,"Dat",0,
,,,"LARIOCCD","LARIOCCD",,,1,,"western larch (seedling)",,,,"D",1136696,"Dat",0,
,,,"LARISIBD","LARISIBD",,,1,,"Siberian larch (seedling)",,,,"D",1136697,"Dat",0,
,,,"LARIXD","LARIXD",,,1,,"larch (seedling)",,,,"D",1136698,"Dat",0,
,,,"PICEABID","PICEABID",,,1,,"Norway spruce (seedling)",,,,"D",1136699,"Dat",0,
,,,"PICEENGD","PICEENGD",,,1,,"Engelmann spruce (seedling)",,,,"D",1136700,"Dat",0,
,,,"PICEENED","PICEENED",,,1,,"interior spruce (seedling)",,,,"D",1136701,"Dat",0,
,,,"PICEGLAD","PICEGLAD",,,1,,"white spruce (seedling)",,,,"D",1136702,"Dat",0,
,,,"PICEGLMD","PICEGLMD",,,1,,"white x black spruce hybrid (seedling)",,,,"D",1136703,"Dat",0,
,,,"PICEMARD","PICEMARD",,,1,,"black spruce (seedling)",,,,"D",1136704,"Dat",0,
,,,"PICESITD","PICESITD",,,1,,"Sitka spruce (seedling)",,,,"D",1136705,"Dat",0,
,,,"PICESIXD","PICESIXD",,,1,,"Sitka x unknown spruce hybrid (seedling)",,,,"D",1136706,"Dat",0,
,,,"PICEAD","PICEAD",,,1,,"spruce (seedling)",,,,"D",1136707,"Dat",0,
,,,"PICEAXD","PICEAXD",,,1,,"spruce hybrid (seedling)",,,,"D",1136708,"Dat",0,
,,,"PICEXLUD","PICEXLUD",,,1,,"Lutz spruce (seedling)",,,,"D",1136709,"Dat",0,
,,,"PINACEAD","PINACEAD",,,1,,,,,,"D",1136710,"Dat",0,
,,,"PINUALBD","PINUALBD",,,1,,"whitebark pine (seedling)",,,,"D",1136711,"Dat",0,
,,,"PINUBAND","PINUBAND",,,1,,"jack pine (seedling)",,,,"D",1136712,"Dat",0,
,,,"PINUCOND","PINUCOND",,,1,,"lodgepole pine (seedling)",,,,"D",1136713,"Dat",0,
,,,"PINUCOND","PINUCOND",,,1,,"shore pine (seedling)",,,,"D",1136714,"Dat",0,
,,,"PINUCOND","PINUCOND",,,1,,"lodgepole pine (seedling)",,,,"D",1136715,"Dat",0,
,,,"PINUFLED","PINUFLED",,,1,,"limber pine (seedling)",,,,"D",1136716,"Dat",0,
,,,"PINULAMD","PINULAMD",,,1,,"sugar pine (seedling)",,,,"D",1136717,"Dat",0,
,,,"PINUMOND","PINUMOND",,,1,,"western white pine (seedling)",,,,"D",1136718,"Dat",0,
,,,"PINUPOND","PINUPOND",,,1,,"ponderosa pine (seedling)",,,,"D",1136719,"Dat",0,
,,,"PINURADD","PINURADD",,,1,,"Monterey pine (seedling)",,,,"D",1136720,"Dat",0,
,,,"PINURESD","PINURESD",,,1,,"red pine (seedling)",,,,"D",1136721,"Dat",0,
,,,"PINUSD","PINUSD",,,1,,"pine (seedling)",,,,"D",1136722,"Dat",0,
,,,"PINUSXD","PINUSXD",,,1,,"pine hybrid (seedling)",,,,"D",1136723,"Dat",0,
,,,"PINUSYLD","PINUSYLD",,,1,,"Scots pine (seedling)",,,,"D",1136724,"Dat",0,
,,,"PINUXMUD","PINUXMUD",,,1,,"Murraybanks' pine (seedling)",,,,"D",1136725,"Dat",0,
,,,"PSEUMEND","PSEUMEND",,,1,,"Douglas-fir (seedling)",,,,"D",1136726,"Dat",0,
,,,"PSEUMEND","PSEUMEND",,,1,,"Rocky Mountain Douglas-fir (seedling)",,,,"D",1136727,"Dat",0,
,,,"PSEUMEND","PSEUMEND",,,1,,"coast Douglas-fir (seedling)",,,,"D",1136728,"Dat",0,
,,,"PSEUDOTD","PSEUDOTD",,,1,,"Douglas-fir (seedling)",,,,"D",1136729,"Dat",0,
,,,"SEQUSEMD","SEQUSEMD",,,1,,"coast redwood (seedling)",,,,"D",1136730,"Dat",0,
,,,"SEQUGIGD","SEQUGIGD",,,1,,"giant sequoia (seedling)",,,,"D",1136731,"Dat",0,
,,,"TAXACEAD","TAXACEAD",,,1,,"yew (seedling)",,,,"D",1136732,"Dat",0,
,,,"TAXUBRED","TAXUBRED",,,1,,"Pacific yew (seedling)",,,,"D",1136733,"Dat",0,
,,,"TAXUSD","TAXUSD",,,1,,"yew (seedling)",,,,"D",1136734,"Dat",0,
,,,"THUJPLID","THUJPLID",,,1,,"western redcedar (seedling)",,,,"D",1136735,"Dat",0,
,,,"THUJAD","THUJAD",,,1,,"cedar (seedling)",,,,"D",1136736,"Dat",0,
,,,"TSUGHETD","TSUGHETD",,,1,,"western hemlock (seedling)",,,,"D",1136737,"Dat",0,
,,,"TSUGHEED","TSUGHEED",,,1,,"mountain x western hemlock hybrid (seedling)",,,,"D",1136738,"Dat",0,
,,,"TSUGMERD","TSUGMERD",,,1,,"mountain hemlock (seedling)",,,,"D",1136739,"Dat",0,
,,,"TSUGAD","TSUGAD",,,1,,"hemlock (seedling)",,,,"D",1136740,"Dat",0,
,,,"ACERCIRD","ACERCIRD",,,2,,"vine maple (seedling)",,,,"D",1136741,"Dat",0,
,,,"ACERMACD","ACERMACD",,,2,,"bigleaf maple (seedling)",,,,"D",1136742,"Dat",0,
,,,"POPUNIGD","POPUNIGD",,,2,,"black poplar (seedling)",,,,"D",1136743,"Dat",0,
,,,"PRUNARMD","PRUNARMD",,,2,,"apricot (seedling)",,,,"D",1136744,"Dat",0,
,,,"PRUNCERD","PRUNCERD",,,2,,"cherry plum (seedling)",,,,"D",1136745,"Dat",0,
,,,"ACERNEGD","ACERNEGD",,,2,,"Manitoba maple (seedling)",,,,"D",1136746,"Dat",0,
,,,"ACERPLAD","ACERPLAD",,,2,,"Norway maple (seedling)",,,,"D",1136747,"Dat",0,
,,,"ACERPSED","ACERPSED",,,2,,"sycamore maple (seedling)",,,,"D",1136748,"Dat",0,
,,,"ALNURUBD","ALNURUBD",,,2,,"red alder (seedling)",,,,"D",1136749,"Dat",0,
,,,"ARBUMEND","ARBUMEND",,,2,,"Pacific arbutus (seedling)",,,,"D",1136750,"Dat",0,
,,,"ARBUTUSD","ARBUTUSD",,,2,,"arbutus (seedling)",,,,"D",1136751,"Dat",0,
,,,"BETUNEOD","BETUNEOD",,,2,,"Alaska birch (seedling)",,,,"D",1136752,"Dat",0,
,,,"BETUOCCD","BETUOCCD",,,2,,"water birch (seedling)",,,,"D",1136753,"Dat",0,
,,,"BETUPAPD","BETUPAPD",,,2,,"paper birch (seedling)",,,,"D",1136754,"Dat",0,
,,,"BETUPEND","BETUPEND",,,2,,"weeping birch (seedling)",,,,"D",1136755,"Dat",0,
,,,"BETUPUBD","BETUPUBD",,,2,,"downy birch (seedling)",,,,"D",1136756,"Dat",0,
,,,"BETULXD","BETULXD",,,2,,"birch hybrid (seedling)",,,,"D",1136757,"Dat",0,
,,,"BETUXPID","BETUXPID",,,2,,"water x paper birch hybrid (seedling)",,,,"D",1136758,"Dat",0,
,,,"BETUXWID","BETUXWID",,,2,,"Alaska x paper birch hybrid (seedling)",,,,"D",1136759,"Dat",0,
,,,"CARPBETD","CARPBETD",,,2,,"hornbeam (seedling)",,,,"D",1136760,"Dat",0,
,,,"CORNNUTD","CORNNUTD",,,2,,"western flowering dogwood (seedling)",,,,"D",1136761,"Dat",0,
,,,"ELAEANGD","ELAEANGD",,,2,,"Russian silverberry (seedling)",,,,"D",1136762,"Dat",0,
,,,"FAGACEAD","FAGACEAD",,,2,,"beech family (seedling)",,,,"D",1136763,"Dat",0,
,,,"FRAXLATD","FRAXLATD",,,2,,"Oregon ash (seedling)",,,,"D",1136764,"Dat",0,
,,,"FRAXPEND","FRAXPEND",,,2,,"red ash (seedling)",,,,"D",1136765,"Dat",0,
,,,"FRAXINUD","FRAXINUD",,,2,,"ash (seedling)",,,,"D",1136766,"Dat",0,
,,,"MALUFUSD","MALUFUSD",,,2,,"Pacific crabapple (seedling)",,,,"D",1136767,"Dat",0,
,,,"MALUPUMD","MALUPUMD",,,2,,"common apple (seedling)",,,,"D",1136768,"Dat",0,
,,,"MALUSD","MALUSD",,,2,,"apple (seedling)",,,,"D",1136769,"Dat",0,
,,,"POPUBALD","POPUBALD",,,2,,"balsam poplar (seedling)",,,,"D",1136770,"Dat",0,
,,,"POPUDELD","POPUDELD",,,2,,"eastern cottonwood (seedling)",,,,"D",1136771,"Dat",0,
,,,"POPUDELD","POPUDELD",,,2,,"eastern cottonwood (seedling)",,,,"D",1136772,"Dat",0,
,,,"POPUDELD","POPUDELD",,,2,,"eastern cottonwood (seedling)",,,,"D",1136773,"Dat",0,
,,,"POPULUSD","POPULUSD",,,2,,"poplar (seedling)",,,,"D",1136774,"Dat",0,
,,,"POPULXD","POPULXD",,,2,,"poplar hybrid (seedling)",,,,"D",1136775,"Dat",0,
,,,"POPUTRED","POPUTRED",,,2,,"trembling aspen (seedling)",,,,"D",1136776,"Dat",0,
,,,"LARIGMED","LARIGMED",,,1,,"Dahurian larch (seedling)",,,,"D",1136777,"Dat",0,
,,,"POPUTRID","POPUTRID",,,2,,"black cottonwood (seedling)",,,,"D",1136778,"Dat",0,
,,,"PRUNAVID","PRUNAVID",,,2,,"sweet cherry (seedling)",,,,"D",1136779,"Dat",0,
,,,"PRUNEMAD","PRUNEMAD",,,2,,"bitter cherry (seedling)",,,,"D",1136780,"Dat",0,
,,,"PRUNMAHD","PRUNMAHD",,,2,,"Mahaleb cherry (seedling)",,,,"D",1136781,"Dat",0,
,,,"PRUNPEND","PRUNPEND",,,2,,"pin cherry (seedling)",,,,"D",1136782,"Dat",0,
,,,"PRUNUSD","PRUNUSD",,,2,,"cherry (seedling)",,,,"D",1136783,"Dat",0,
